name,dlc,featureflag,model,projectile,air projectile,spawn,scale,width,sound,offset,charge effect,fire effect,fire effect AA,ignition effect,target hit,soft hit,hard hit,water hit,// target armor,// damage,// DPS,attack,anti armor,anti granite,anti air,shock,blast,timer,burst,delay,range,extended,min range,accuracy,speed,initialSpeed,timeUntilFullSpeed,charge,cooldown,timeBetweenAttacks,shake,fire strategy,targeting,cone,homing,invalid,valid,damageType,traits,pinning strategy,overheat,onSoldierHit,poison,allianceSwitch,mindControl,timelineShot,burstOffsets,notification
Specialist_Marker_Nuke,chem,,/,Rocket_Specialist,,Marker_Flare_Nuke,1,,Missile_V2,,,,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Large,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,1000,,/,,50,,,0.5,0.5,5,/,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,,
Specialist_Marker_Cluster,chem,,/,Rocket_Specialist,,Marker_Flare_Cluster,1,,Missile_V2,,,,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Large,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,1000,,/,,50,,,0.5,0.5,5,/,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,,
Specialist_Marker_Gas,chem,,/,Rocket_Specialist,,Marker_Flare_Gas,1,,Missile_V2,,,,,,,Bullet_Impact_Dust_Heavy,,Water_Splash_Large,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,1000,,/,,50,,,0.5,0.5,5,/,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// FORTIS ERADICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eradicator_Plasma_Shot,chem,,/,Railgun,,,1,/,E-Pulse,,,Railgun_Flash,,,Plasma_Scorpion_Explosion,Plasma_Scorpion_Explosion,,/,,40,160,40,60,5,,5,3,,/,/,25,5,/,max: 1,60,,,0.5,1,1.5,/,,,,,solid; extinguishable,,scorching,burstEffect; spreadFire,,,,,,,,,
Bastion_Railgun_Shot,chem,,/,Railgun,Railgun,,3,/,E-Pulse,,,Railgun_Flash,,,Plasma_Explosion_Small,Plasma_Explosion_Small,,/,,100,50,100,70,30,,30,6,,/,/,45,,10,max: 1,120,,,1,1,2,/,turret,fovweighted,,,extinguishable,,scorching,,Scorpion,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M9 OVERSEER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M9C_Shot,chem,,/,Radiation_Bullet,Radiation_Bullet,,2,,Dart_Gun_Shot,,,Muzzle_Flash_Single,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,8,#REF!,20,30,10,10,10,,,10,0.15,25,5,,max: 3,104,,,0,/,2.25,/,turret,fovweighted,,,extinguishable,,,,,,,duration: 10; damage: 30,,,,,
M9C_Mind_Control_Shot,chem,,/,Bug_Control_Device_Projectile,,,1.2,,Dart_Gun_Shot,,,,,,Autocannon_Hit,,,Water_Splash_Tiny,,120,#REF!,200,40,,,200,,,/,/,30,,,/,60,20,0.2,1,1,2,10,,,,,solid; massive; extinguishable,,,indirectFire;forceStun;longStun;noModifierBonus,,,onHit: DetonateOnTargetOnly,,,valid: (attribute: mindControllable); range: 35; leash: (leashRadius: 30; hysteresis: 5),,,
M9C_Rogue_Dart,chem,,/,Bug_Control_Device_Projectile,,,1.2,/,Dart_Gun_Shot,,,,,,,Bullet_Impact_Dust,,Water_Splash_Small,,120,#REF!,200,40,,,50,,,/,/,60,,,/,60,20,0.2,0.9,0.5,3,10,,,,,solid; extinguishable,,,indirectFire;noModifierBonus,,,onHit: DetonateOnTargetOnly,,toAlliance: 1; valid: (class: (swarm horde)); validAlliances: 3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// POWER SUIT IRRADIATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eradicator_Irradiator_Shot,chem,,/,InvisiblePassThroughTerrain,,,1,1,Radiation_Beam_Weak_Fire,,Irradiator_Gun_Flash,Irradiator_Gun_Beam,,,Radiation_Impact,,,/,,16,#REF!,20,50,20,,10,,,5,0.2,20,20,,,100,,,0.2,0.2,2,/,,,,,solid; inanimate; extinguishable; radiationImmune,,radiation,spreadFire; burstEffect; friendlyFire; StopBurstEffectManually;stealthFire,,,onHit: PassThroughDamage,,,,,,
Rogue_Grenade,chem,,/,Grenade,,,1,,Grenade_Timer,,,,,Bullet_Impact_Dust,,Rogue_Grenade_Explosion,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,/,,/,8,1,/,/,30,,,max: 0.5,20,,,0.9,0.5,3,40,soldier special0,,,,solid; extinguishable; inanimate; human,,,friendlyFire;indirectFire;forceStun;noModifierBonus; noBlastReduction,AlwaysTargetGround,,onHit: None,,toAlliance: 1; valid: (class: (swarm horde)); validAlliances: 3,,,,
Ufo_Shot,chem,,/,/,,,1,1,,,,/,,,Sparker_Shot_Impact,,,/,,18,#REF!,30,40,,,5,2,,/,/,5,50,,,/,,,,/,0.1,/,turret,fovweighted,,,structure; solid; inanimate; extinguishable; radiationImmune,,radiation,unaimed;burstEffect; StopBurstEffectManually;detonateOnSource,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// M11 EXTERMINATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XM11_Irradiator_Shot,chem,,/,InvisiblePassThroughTerrain,,,1,3,Radiation_Beam_Heavy_Fire,,Irradiator_Flash_Thick,Irradiator_Beam_Thick,,,Radiation_Impact,,,/,,40,70,40,70,50,,20,,,7,0.2,40,20,,,100,,,1,0.8,4,/,,,,,structure; solid; inanimate; extinguishable; radiationImmune,,radiation,burstEffect;  friendlyFire,PassThroughTarget,,onHit: PassThroughDamage,,,,,,
XM11_Missile,chem,,/,XM11_Missile,,XM11_Missile_Poison,1,,Missile_V2,,,,,,,Grenade_Explosion_Concussive,,Water_Splash_Small,,200,#REF!,200,80,0,,0,2,,2,0.5,50,,20,2,60,,,1.5,1.5,4,30,soldier Special0,,,,extinguishable,,,indirectFire,AlwaysTargetGround,,onHit: None,,,,,5 0; -5 0,
XM11_Missile_Poison,chem,,/,/,,,1,/,,,,,,,,,,/,,0,#REF!,0,0,,,/,8,,/,/,12,,,,,,,,,,/,,,,,solid; inanimate; extinguishable; fireproof; radiationImmune,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;stealthFire,,,onHit: None,duration: 10; damage: 25,,,,,
Radiation_Bomb,chem,,/,Radiation_Bomb,,Radiation_Bomb_Radiation,1,,BombWhistle,,,,,Radiation_Bomb_Impact,,Grenade_Explosion_Concussive,,Water_Splash_Small,,120,#REF!,200,40,20,,50,5,3,1,/,40,,20,max: 2,15,,,1.5,1.5,4,80,,,,,extinguishable,,,indirectFire,AlwaysTargetGround,,onHit: None,,,,,,
Radiation_Bomb_Radiation,chem,,/,/,,,1,/,,,,,,,,,,/,,0,#REF!,10,0,,,/,16,,/,/,1,,,,,,,,,,/,,,,,solid; inanimate; extinguishable; fireproof; radiationImmune,,hidden,friendlyFire;noBlastReduction;noModifierBonus;stealthFire;ignoreArmor,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MISSILE SILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silo_Missile_Nuke,chem,,/,Silo_Missile_Nuke,,,1,/,/,,Silo_Missile_Charge,Silo_Missile_Fire,,,,Tactical_Nuke,,Water_Splash_Large,,1000,#REF!,1000,200,60,,150,16,,/,/,1000,,,max: 1,70,1,4,4,3,13,100,,,,,solid; extinguishable,extinguishable,explosive,indirectFire;noModifierBonus;forceStun;longStun; unaimed; friendlyFire; hasAbilityDestinationMarker,,,onHit: None,,,,,,
Silo_Missile_Chemical,chem,,/,Silo_Missile_Chemical,,Missile_Gas_Cloud,1,,/,,Silo_Missile_Charge,Silo_Missile_Fire,,,,Rocket_APHE,,Water_Splash_Large,,100,#REF!,100,60,,,80,3,,/,/,1000,,,max: 1,60,1,,4,/,6.5,50,soldier special0,,,,extinguishable,,,indirectFire;unaimed; friendlyFire; hasAbilityDestinationMarker,,,onHit: None,,,,,,
Silo_Missile_Cluster,chem,,/,Silo_Missile_Cluster,,,1,,/,,Silo_Missile_Charge,Silo_Missile_Cluster_Fire,,,,Silo_Missile_Cluster_Explosion,,Water_Splash_Small,,200,#REF!,200,70,,,80,10,,5,0.5,1000,,,max: 1,30,1,,4,3,20,50,soldier special1,,,,extinguishable,,,indirectFire;unaimed; friendlyFire; hasAbilityDestinationMarker,,,onHit: None,,,,,0 0; 0 9.6; -9.5 2.3; 9.5 2.3; -5 -8; 5  -8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TERRITORY OBJECTIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dart_Launcher_Shot,chem,,/,Dim_Dart_Projectile,,,1,,,,DIM_Launch,,,,Autocannon_Hit,,,Water_Splash_Tiny,,#VALUE!,#VALUE!,/,/,,,/,,,/,/,10000,,,/,40,/,/,4,60,64,10,soldier special0,,,,,,,indirectFire;unaimed,,,onHit: DetonateOnTargetOnly,,,range: 500,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// TAC FIGHTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gas_Blast,chem,,/,/,,Insecticide_Gas_Blast,1,,M11_Jet_Blast,,,,,,,,,/,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,/,,,,,,,/,2,2,/,,,,,solid; extinguishable,,,unaimed,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// MISSILE BATTERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missile_Battery_Shot,chem,,/,Rocket_Blue,,,1,,Missile_V2,,,Missile_Launch,,,Cannon_Hit,Rocket_APHE,,Water_Splash_Small,,100,#REF!,100,110,30,,/,4,,4,0.3,40,,10,max: 5,25,,,0.6,0.5,5.2,10,turret,fovweighted,,,solid; extinguishable,,,indirectFire;unaimed,AlwaysTargetGround,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// DRUGGED BUGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drugged_Pupae_Claws,chem,,/,/,,,,,Claw,,,,,,,,,/,,2,#REF!,10,20,20,,,,,2,0.5,/,,/,,,,,0.5,0.5,1.5,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Drugged_Warrior_Claws,chem,,/,/,,,,,Claw,,,,,,,,,/,,12,#REF!,30,30,30,,50,,,/,/,/,,/,,,,,0.3,0.5,1,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Drugged_Tiger_Claws,chem,,/,/,,,,,Claw,,,,,,,,,/,,27,#REF!,45,40,40,,50,,,/,/,/,,,,,,,0.7,1.3,2,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Drugged_Tiger_Explosion,chem,,/,/,,,,/,,,,,,,,Grenade_Explosion_Concussive,,Water_Splash_Small,,40,#REF!,100,30,20,,50,3,,/,/,20,,,,,,,,,,20,,,,,solid; extinguishable,,,noModifierBonus,,,,,,,,,
Drugged_Spitter_Spit,chem,,/,Spitter_Spit,Needler_Shot,,,,ATT_SPITTER,,,Spikes_Burst,,,Spit_Impact,Spit_Impact,,Water_Splash_Small,,8,#REF!,20,30,30,5,20,6,,/,/,35,,,max: 1,40,,,2,0.5,2.5,/,,,,,solid; extinguishable,,hidden,spreadFire,,,onHit: DetonateOnTargetOnly,,,,,,
Drugged_Hopper_Claws,chem,,/,/,,,,,ATT_HOP_SLCE,,,Hopper_Strike,,,,,,/,,,,15,20,20,10,100,,,/,/,/,,/,,,,,,/,1.3,/,,,,,solid; armored; airImmune; extinguishable,,,,,,,,,,,,
Drugged_Bombardier_Launch,chem,,/,Bombardier,,Drugged_Bombardier_Blast,1.2,/,,,,Bombardier_Launch,,Bombardier_Sparks,,Grenade_Explosion_Concussive,,Water_Splash_Small,,80,#REF!,80,80,60,,/,1,1,,,15,,10,min: 1; max: 3,25,,,,/,8,20,,,,,extinguishable; meleeImmune,,,friendlyFire;indirectFire;unaimed;onFireRemoveSoldier,,,onHit: None,,,,,,
Drugged_Bombardier_Blast,chem,,/,/,,,1,/,,,,,,,,,,,,30,#REF!,30,80,40,,100,3,,/,/,20,,/,/,/,,,,/,,,,,,,extinguishable; meleeImmune,,,,,,onHit: None,,,,,,
Drugged_Guard_Claws,chem,,/,/,,,,,Claw,,,,,,,,,/,,50,#REF!,50,120,120,,150,2,,/,/,/,,,,,,,0.7,1.8,2.5,/,,,,,extinguishable; meleeImmune,,,,,,,,,,,,
Base_Bombardier_Launch,chem,,/,Bombardier,,Base_Bombardier_Blast,1,/,,,,Bombardier_Launch,,Bombardier_Sparks,,Grenade_Explosion_Concussive,,Water_Splash_Small,,80,#REF!,80,80,60,,/,1,1,,,20,,/,2,25,,,,/,2,20,,,,,extinguishable; meleeImmune,,,indirectFire; unaimed,,,onHit: None,,,,,,
Base_Bombardier_Blast,chem,,/,/,,/,1,/,,,,,,,,,,,,12,#REF!,30,30,40,,100,3,,/,/,20,,/,/,/,,,,/,,,,,,,extinguishable; meleeImmune,,,,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// BUZZER BUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzer_Bug_Attack,chem,,/,/,,,,,Claw,,,,,,,,,/,,1.7,2,8.5,20,20,,,,,2,0.5,/,,/,,,,,0.5,0.5,1.5,/,,,,,extinguishable; meleeImmune,,,noBlastReduction,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// GEIGER BUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geiger_Bug_Attack,chem,,/,/,,,1,/,,,,,,,,,,,,#VALUE!,#VALUE!,/,/,/,,/,/,,/,/,/,,/,/,/,,,,/,,,,,,,extinguishable; meleeImmune,,,onFireKillUnit,,,onHit: None,,,,,,
Geiger_Bug_Explosion,chem,,/,/,,Geiger_Bug_Radiation,1,/,Sparker_bug_fireball_death,,,,,,,Sparker_Explosion,,,,60,#REF!,60,60,60,,120,3,,/,/,1.5,,/,/,/,,,,/,,,,,,,extinguishable; meleeImmune,,,friendlyFire; detonateOnSource; noBlastReduction,,,onHit: None,,,,,,
Geiger_Bug_Radiation,chem,,/,/,,/,1,/,,,,,,,,,,,,8,#REF!,20,30,0,,/,8,,/,/,/,,/,/,/,,,,/,,,,,,,extinguishable; meleeImmune; radiationImmune,,hidden,noBlastReduction,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// BUZZER GRENADIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzer_Grenadier_Shot,chem,,/,Orange_Plasma,,,1,,Burster_Death_Explosion,,,Buzzer_Grenadier_Shot,,,Buzzer_Grenadier_Explosion_Small,Buzzer_Grenadier_Explosion_Small,,Water_Splash_Large,,30,#REF!,50,40,20,,20,2,,5,0.01,40,,15,min: 3; max: 8,30,,,1.8,2,5,10,,,,,extinguishable,,,indirectFire; noBlastReduction; burstEffect,,,onHit: None,,,,,-10 -2;-5 -0.8;0 0;5 -0.8;10 -2,
Buzzer_Grenadier_Powershot,chem,,/,Orange_Plasma_Buzzer,,Buzzer_Bug_Launched,1,,,,,,,,Buzzer_Grenadier_Explosion,Buzzer_Grenadier_Explosion,,Water_Splash_Large,,80,#REF!,80,60,30,,50,2,,/,/,45,,15,min: 2; max: 5,30,,,/,/,1,20,,,,,,,,indirectFire; noBlastReduction,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// HYDRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydra_Shot_Buzzer,chem,,/,Orange_Plasma_Buzzer,,Buzzer_Bug_Launched,1,,Burster_Death_Explosion,,,Buzzer_Grenadier_Shot,,,Buzzer_Grenadier_Explosion,Buzzer_Grenadier_Explosion,,Water_Splash_Large,,100,#REF!,100,60,30,,50,4,,5,0.5,45,,15,min: 3; max: 8,60,,,1.8,2,6.3,20,,,,,extinguishable,,,friendlyFire;spreadFire;indirectFire,AlwaysTargetGround,,onHit: None,,,,,0 0;-5 -2; 5 -2; -5  2;5 2,
Hydra_Wounded_Shot,chem,,/,Orange_Plasma_Large,,,1,,Burster_Death_Explosion,,,Buzzer_Grenadier_Shot,,,Buzzer_Grenadier_Explosion,Buzzer_Grenadier_Explosion,,Water_Splash_Large,,60,#REF!,100,40,20,,20,6,,5,0.5,45,,15,min: 3; max: 8,60,,,1.8,2,6.3,10,,,,,extinguishable,,,friendlyFire;spreadFire;indirectFire,AlwaysTargetGround,,onHit: None,,,,,0 0;-5 -2; 5 -2; -5  2;5 2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arachnid_Turret_Shot,chem,,/,/,,,,,,,Lava_Geyser_Charge,Lava_Geyser_Eruption,,,,Buzzer_Grenadier_Explosion_Small,,,,40,#REF!,100,30,,,25,1.5,,10,0.2,40,10,,,,,,2,/,10,30,,,,,solid; extinguishable,,scorching,burstEffect; StopBurstEffectManually; unaimed,,,,,,,,,
Arachnid_Turret_Blast,chem,,/,Spitter_Spit,Needler_Shot,,1,3,burstStart: ATT_SCPN_PLAS,,,Plasma_Scorpion_Shot,,,Plasma_Scorpion_Explosion,Plasma_Scorpion_Explosion,,Water_Splash_Small,,1,#REF!,25,5,5,,400,4,,4,0.5,40,10,16,min: 1; max: 2,50,,,1.5,1.33,5,50,,,,,extinguishable; minion,,,friendlyFire;spreadFire;indirectFire; noBlastReduction; unaimed,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// BUG ABILITY WEAPONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzer_Grenadier_Pool_Shot,chem,,/,/,,,1,,,,,,,,,,,/,,1,3,20,50,,,/,3,,/,/,4,,,,,,,,/,0.3,/,,,,,solid; extinguishable; acidImmune,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;stealthFire,,,,,,,,,
Grenadier_Cluster_Shot,base,,/,Plasma_Grenadier,,,0.5,,ATT_GRENDR,,,Plasma_Burst_Small,,,Plasma_Explosion_Small,Plasma_Explosion_Small,,Water_Splash_Large,,20,#REF!,100,20,10,,50,3,,5,/,35,,16,min: 1; max: 2,25,,,1.5,1.33,10,20,,,,,extinguishable,,,friendlyFire;indirectFire; noBlastReduction,,,onHit: None,,,,,0 0;-5 5; 5 5; 5  -5;-5 -5,
Scorpion_Claw_Crush_Shot,base,,/,/,,,1,/,PlasmaGuard_Melee,,,,,,,,,,,150,#REF!,150,60,,,60,1.5,,/,/,/,,/,/,50,,,0.5,1,2,/,soldier special0,,,,solid; extinguishable,,,noModifierBonus; noBlastReduction,,,,,,,,,
Ravager_Bash_Shot,metro,,/,/,,,1,/,PlasmaGuard_Melee,,,,,,,,,/,,30,#REF!,30,200,,,60,,,/,/,/,,/,/,,,,0.5,0.6,2,/,soldier special0,,,,solid; extinguishable,,,noModifierBonus; noBlastReduction,,,,,,,,,
Immolator_Spew_Shot,lava,,/,Invisible_Shell,,Tanker_Acid_Pool,,,,,Tanker_Spark ,Tanker_Acid,,,,Tanker_Acid_Impact,,/,,35,#REF!,35,80,80,,40,3,,/,/,18,,/,,40,,,1.9,3,6.4,/,,,,,extinguishable,,acid,,AlwaysTargetGround,,onHit: PassThroughDamage,,,,,,
Hydra_Shockwave_Shot,chem,,/,/,,Hydra_Acid_Pool,1,,ATT_TANK_ROAR,,,,,,Hydra_Blast,,,/,,#VALUE!,#VALUE!,/,/,,,/,10,,/,/,30,,,,,,,1,3,4,/,soldier special0,,,,solid; extinguishable; acidImmune,,acid,unaimed;noModifierBonus; noBlastReduction; longStun,,,,,,,,,
Hydra_Acid_Pool_Shot,chem,,/,/,,,1,,,,,,,,,,,/,,3.6,#REF!,20,50,,,/,10,,/,/,10,,,,,,,,/,4,/,,,,,solid; extinguishable; acidImmune,,scorching,unaimed;indirectFire;noBlastReduction;detonateOnSource;noModifierBonus;stealthFire,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camera_Shake,base,,/,/,/,,1,,/,,,/,,,/,/,,/,,#VALUE!,#VALUE!,/,/,/,,/,/,,3,1,/,,/,/,/,,,/,/,/,80,,,,,,,,,,,onHit: None,,,,,,
Lingering_Radiation,chem,,/,/,,,1,/,,,,,,,,,,/,,0,#REF!,10,0,,,/,8,,/,/,4,,,,,,,,,,/,,,,,solid; inanimate; extinguishable; fireproof; radiationImmune,,hidden,friendlyFire;noBlastReduction;noModifierBonus;stealthFire;ignoreArmor,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// JUNGLE DLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle_Gunship_Marker_Flare,jungle,,/,Flare,,Jungle_Gunship,1,/,Flare_Launch,,,Grenade_Launcher,,,,Flare_Ignition,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,20,,/,/,20,,,0.5,0.5,2,/,,,,,/,,,indirectFire,,,onHit: None,,,,,,
Jungle_Gunship_Shot,jungle,,/,Tracer_Thick,Tracer_Thick,,1.5,/,Autocannon_V2,,,Howitzer_Shot_Small,,,Autocannon_Hit,Rifle_Grenade_Explosion,,Water_Splash_Tiny,,12,#REF!,30,30,10,,10,/,,2,1,25,8,10,max: 1,120,,,,/,1,/,turret,fovweighted,,,solid; extinguishable,armored,,,,,onHit: None,,,,,,
Reaper_Claws,jungle,,/,/,,,,,Reaper_Attack,,,,,,,,,/,,45,#REF!,45,70,,,50,1.5,,/,/,/,,,,,,,0.5,0.8,1.5,/,,,,,extinguishable,,,,,,,,,,,,
Rippler_Spikes,jungle,,/,Spikes,,,1,0.05,,,,Spikes_Burst,,,Spikes_Impact,Spikes_Impact,,Water_Splash_Tiny,,1,#REF!,30,10,,,,,,4,/,20,,10,max: 1,50,,,,/,4,/,,,,,extinguishable,,,spreadFire;indirectFire,,,,,,,,,
M11_Grenade,jungle,,/,Gas_Canister,,,1,,Chemical_Shot,,,M11_Mortar,,,,MkIII_Grenade_Explosion,,Water_Splash_Small,,80,#REF!,100,50,20,,50,3,,/,/,30,,8,max: 2,40,,,,/,1,5,turret,fovweighted,,,solid; extinguishable,,,spreadFire,,,onHit: None,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// JUNGLE TROOPERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jungle_Trooper_Shot,jungle,,Morita_Carbine,Tracer,Tracer,,1,/,burstStart: Ranger_Troopers_Attack,,,Muzzle_Flash_4,,,,Bullet_Impact_Dust,Bullet_Impact_Hard,Water_Splash_Tiny,,1,#REF!,8,15,,5,5,,,2,0.3,30,5,/,max: 8; air: 12,78,,,0.3,0.3,1.3,/,,,,,solid; extinguishable,,,burstEffect;spreadFire,,,,,,,,,
Jungle_HMG_Burst,jungle,,/,Tracer,Tracer,,3,,burstStart: M1919MMG,,,Muzzle_Flash_w_Shell,,,Autocannon_Hit,Bullet_Impact_Dust_Heavy,,Water_Splash_Tiny,,,,12,25,,5,/,,,10,0.15,30,5,/,max: 3,100,,,,/,1.5,/,,,,,solid; extinguishable,,,burstEffect,,,,,,,,,
Jungle_Mortar_Shot,jungle,,/,Electro_Mortar,,,0.1,,Jungle_Mortar,,,Grenade_Launcher,,,,Rocket_APHE,,Water_Splash_Small,,150,#REF!,150,150,40,,50,2,,/,/,50,,12,max: 2,40,,,,/,2,5,,,,,solid; extinguishable,,,indirectFire,,,onHit: None,,,,,,
Infiltrator_Flare,jungle,,/,Flare,,Infiltrator,1,/,Flare_Launch,,,Grenade_Launcher,,,,Flare_Ignition,,Water_Splash_Small,,#VALUE!,#VALUE!,/,/,,,/,/,,/,/,30,,/,/,20,,,0.5,0.5,2,/,,,,,/,,,indirectFire,,,onHit: None,,,,,,
Infiltrator_Sniper,jungle,,Morita_Sniper,Tracer_Orange,Tracer_Orange,,1,/,bullet_impact_thump,,,Muzzle_Flash_Single,,,Autocannon_Hit,,,Water_Splash_Tiny,,32,#REF!,80,30,,,30,,,/,/,35,5,10,max: 0.1,150,,,0.75,0.5,1.5,/,,,20,,solid; extinguishable,,,stealthFire,,,,,,,,,
Territory_Base_Artillery_Shot,jungle,,/,Mech_Artillery_Shell,,,0.2,,M11_Howitzer,,,Mech_Mortar_Shot,,,MkIII_Grenade_Explosion,MkIII_Grenade_Explosion,,Water_Splash_Small,,#VALUE!,#VALUE!,100 150,40,10,,/,6,,6,0.6,10000,,20,max: 4,40,,,,/,9,40,turret,fovweighted,,,solid; extinguishable,armored,explosive,friendlyFire; indirectFire; hasAbilityDestinationMarker,,,onHit: None,,,,,0 0; -4 3; 4 3; 2 2; 0 -4; -2 -2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
